| 分割 | 券種 | 確率 | 較正 | オッズ | ルール | n | 的中 | ROI% | ROI(下限精算)% | 平均EV | 実測的中率 | モデル平均確率 | 市場implied |
|---|---|---|---|---|---|---:|---:|---:|---:|---:|---:|---:|---:|
| CONFIRM | 三連複 | blend | raw | floor | top1 | 674 | 6 | 64.5 | 64.5 | 1.83 | 0.8900% | 0.014596 | 0.009845 |
| CONFIRM | 三連複 | blend | raw | floor | top3 | 2004 | 12 | 42.7 | 42.7 | 1.71 | 0.5990% | 0.013102 | 0.009089 |
| CONFIRM | 三連複 | blend | raw | floor | top5 | 3306 | 19 | 47.3 | 47.3 | 1.64 | 0.5750% | 0.011978 | 0.008459 |
| CONFIRM | 三連複 | blend | raw | floor | top10 | 6420 | 32 | 42.4 | 42.4 | 1.53 | 0.4980% | 0.010181 | 0.007460 |
| CONFIRM | 三連複 | blend | raw | floor | top20 | 11831 | 55 | 72.3 | 72.3 | 1.43 | 0.4650% | 0.008584 | 0.006572 |
| CONFIRM | 三連複 | blend | iso | floor | ev1.2 | 18101 | 29 | 67.3 | 67.3 | 1.54 | 0.1600% | 0.003816 | 0.002585 |
| CONFIRM | 三連複 | blend | iso | floor | top1 | 665 | 2 | 15.7 | 15.7 | 1.95 | 0.3010% | 0.008825 | 0.005494 |
| CONFIRM | 三連複 | blend | iso | floor | top3 | 1984 | 7 | 29.2 | 29.2 | 1.80 | 0.3530% | 0.008429 | 0.005494 |
| CONFIRM | 三連複 | blend | iso | floor | top5 | 3280 | 12 | 31.8 | 31.8 | 1.72 | 0.3660% | 0.008022 | 0.005440 |
| CONFIRM | 三連複 | blend | iso | floor | top10 | 6390 | 20 | 29.4 | 29.4 | 1.61 | 0.3130% | 0.007385 | 0.005291 |
| CONFIRM | 三連複 | blend | iso | floor | top20 | 11916 | 39 | 42.3 | 42.3 | 1.50 | 0.3270% | 0.006400 | 0.004803 |
| CONFIRM | 馬連 | model | raw | floor | ev1.2 | 26336 | 80 | 57.5 | 57.7 | 2.52 | 0.3040% | 0.009338 | 0.004816 |
| CONFIRM | 馬連 | model | raw | floor | top1 | 674 | 0 | 0.0 | 0.0 | 6.04 | 0.0000% | 0.013379 | 0.003606 |
| CONFIRM | 馬連 | model | raw | floor | top3 | 2021 | 1 | 12.1 | 12.1 | 5.16 | 0.0490% | 0.013779 | 0.004236 |
| CONFIRM | 馬連 | model | raw | floor | top5 | 3366 | 7 | 63.4 | 63.4 | 4.67 | 0.2080% | 0.013403 | 0.004629 |
| CONFIRM | 馬連 | model | raw | floor | top10 | 6670 | 23 | 80.1 | 80.1 | 3.95 | 0.3450% | 0.012851 | 0.005184 |
| CONFIRM | 馬連 | model | raw | floor | top20 | 12902 | 41 | 56.9 | 56.9 | 3.22 | 0.3180% | 0.011944 | 0.005704 |
| CONFIRM | 馬連 | model | iso | floor | ev1.2 | 21833 | 83 | 64.0 | 64.3 | 2.44 | 0.3800% | 0.011162 | 0.005853 |
| CONFIRM | 馬連 | model | iso | floor | top1 | 674 | 1 | 36.3 | 36.3 | 5.69 | 0.1480% | 0.016160 | 0.004465 |
| CONFIRM | 馬連 | model | iso | floor | top3 | 2022 | 1 | 12.1 | 12.1 | 4.83 | 0.0490% | 0.016139 | 0.005158 |
| CONFIRM | 馬連 | model | iso | floor | top5 | 3365 | 6 | 24.1 | 24.1 | 4.35 | 0.1780% | 0.015447 | 0.005457 |
| CONFIRM | 馬連 | model | iso | floor | top10 | 6673 | 23 | 65.9 | 65.9 | 3.63 | 0.3450% | 0.014780 | 0.006181 |
| CONFIRM | 馬連 | model | iso | floor | top20 | 12809 | 52 | 63.7 | 63.7 | 2.93 | 0.4060% | 0.013868 | 0.006963 |
| CONFIRM | 馬連 | blend | raw | floor | ev1.2 | 7337 | 44 | 61.8 | 61.8 | 1.51 | 0.6000% | 0.012199 | 0.008279 |
| CONFIRM | 馬連 | blend | raw | floor | top1 | 674 | 6 | 68.1 | 68.1 | 1.78 | 0.8900% | 0.018388 | 0.012279 |
| CONFIRM | 馬連 | blend | raw | floor | top3 | 2001 | 16 | 63.8 | 63.8 | 1.64 | 0.8000% | 0.016326 | 0.011121 |
| CONFIRM | 馬連 | blend | raw | floor | top5 | 3303 | 22 | 58.4 | 58.4 | 1.56 | 0.6660% | 0.015561 | 0.010921 |
| CONFIRM | 馬連 | blend | raw | floor | top10 | 6360 | 46 | 84.7 | 84.7 | 1.44 | 0.7230% | 0.014733 | 0.010972 |
| CONFIRM | 馬連 | blend | raw | floor | top20 | 10681 | 75 | 78.2 | 78.2 | 1.35 | 0.7020% | 0.013629 | 0.010649 |
| CONFIRM | 馬連 | blend | iso | floor | ev1.2 | 4696 | 38 | 78.7 | 78.7 | 1.51 | 0.8090% | 0.014772 | 0.009982 |
| CONFIRM | 馬連 | blend | iso | floor | top1 | 670 | 9 | 76.5 | 76.5 | 1.65 | 1.3430% | 0.020209 | 0.013398 |
| CONFIRM | 馬連 | blend | iso | floor | top3 | 1979 | 16 | 85.6 | 85.6 | 1.52 | 0.8080% | 0.019509 | 0.013895 |
| CONFIRM | 馬連 | blend | iso | floor | top5 | 3226 | 27 | 73.2 | 73.2 | 1.45 | 0.8370% | 0.018723 | 0.013861 |
| CONFIRM | 馬連 | blend | iso | floor | top10 | 5776 | 46 | 68.0 | 68.0 | 1.36 | 0.7960% | 0.017733 | 0.013856 |
| CONFIRM | 馬連 | blend | iso | floor | top20 | 8434 | 62 | 71.2 | 71.2 | 1.30 | 0.7350% | 0.016096 | 0.012903 |

### 合否
合格 0 / 139 組合せ

| ルール | VAL n / ROI | CONF n / ROI | 判定 |
|---|---|---|---|
| wide/blend/raw/exp/ev1.2 | 2644 / 88.3% | 1500 / 89.6% | 不合格 |
| umaren/blend/iso/floor/top3 | 2564 / 88.3% | 1979 / 85.6% | 不合格 |
| wide/blend/raw/exp/top5 | 3885 / 81.8% | 2953 / 85.7% | 不合格 |
| wide/blend/raw/exp/top3 | 2482 / 81.6% | 1912 / 90.7% | 不合格 |
| wide/blend/iso/exp/top3 | 2457 / 81.3% | 1892 / 93.8% | 不合格 |
| wide/blend/raw/floor/top5 | 3530 / 81.1% | 2642 / 81.2% | 不合格 |
| wide/blend/raw/floor/ev1.2 | 2223 / 79.1% | 1183 / 95.7% | 不合格 |
| wide/blend/iso/floor/top1 | 826 / 78.8% | 642 / 118.2% | 不合格 |

### ケリー（EV>=1の点を全部・1レースあたりの資金比率合計）
- VALIDATE/wide : 平均 0.065 / 90%点 0.145 (n=858R)
- VALIDATE/trio : 平均 0.049 / 90%点 0.109 (n=862R)
- VALIDATE/umaren : 平均 0.050 / 90%点 0.138 (n=868R)
- VALIDATE/fuku : 平均 0.261 / 90%点 0.303 (n=6R)
- CONFIRM/wide : 平均 0.058 / 90%点 0.113 (n=661R)
- CONFIRM/trio : 平均 0.043 / 90%点 0.089 (n=665R)
- CONFIRM/umaren : 平均 0.044 / 90%点 0.112 (n=670R)
- CONFIRM/fuku : 平均 0.336 / 90%点 0.537 (n=6R)
